index,project_name,address,floor_area_sqm,type_of_land,contract_date,property_type,tenure,completion_date,type_of_sale,postal_district,postal_sector,postal_code,region,area,month,latitude,longitude,floor_num,unit_num,price
7272,SUNGLADE,9 Serangoon Avenue 2  #12-25 ,107,Strata,20-NOV-2017,Condominium,99 Yrs From 09/10/2000,2003,Resale,19,55,556134,North East Region,Serangoon,2017-11,1.34879516554,103.87065111,12.0,25.0,1224077
7273,HILLVIEW HEIGHTS,29 Hillview Avenue  #02-03 ,156,Strata,20-NOV-2017,Condominium,Freehold,1996,Resale,23,66,669561,West Region,Bukit Batok,2017-11,1.36146163183,103.76580191299999,2.0,3.0,1684681
7274,CARISSA PARK CONDOMINIUM,4 Flora Drive  #01-54 ,140,Strata,20-NOV-2017,Condominium,Freehold,2001,Resale,17,50,507026,East Region,Pasir Ris,2017-11,1.35867401834,103.962856655,1.0,54.0,1128374
7275,THE PALETTE,119 Pasir Ris Grove  #08-59 ,47,Strata,20-NOV-2017,Condominium,99 Yrs From 20/10/2010,2015,Resale,18,51,518174,East Region,Pasir Ris,2017-11,1.36993595484,103.94575679200001,8.0,59.0,624330
7276,SANCTUARY GREEN,183 Tanjong Rhu Road  #13-03 ,114,Strata,20-NOV-2017,Condominium,99 Yrs From 17/03/1997,2004,Resale,15,43,436923,Central Region,Kallang,2017-11,1.295945775,103.871369911,13.0,3.0,1545100
7277,A TREASURE TROVE,76 Punggol Walk  #15-55 ,105,Strata,20-NOV-2017,Condominium,99 Yrs From 09/03/2011,2015,Resale,19,82,828788,North East Region,Punggol,2017-11,1.40486507528,103.899367379,15.0,55.0,1196503
7278,COSTA RHU,3 Rhu Cross  #04-10 ,92,Strata,20-NOV-2017,Condominium,99 Yrs From 30/05/1994,1997,Resale,15,43,437433,Central Region,Kallang,2017-11,1.2955114903799998,103.866894962,4.0,10.0,1145132
7279,STARLIGHT SUITES,11 River Valley Close  #19-01 ,100,Strata,20-NOV-2017,Apartment,Freehold,2014,Resale,9,23,238437,Central Region,River Valley,2017-11,1.29373573739,103.83727104399999,19.0,1.0,1936565
7280,SALLIM LODGE,20 Sallim Road  #04-02 ,109,Strata,20-NOV-2017,Apartment,Freehold,1995,Resale,14,38,387635,Central Region,Geylang,2017-11,1.32576091812,103.88262428200001,4.0,2.0,929978
7281,RIVERSOUND RESIDENCE,5 Sengkang East Avenue  #05-15 ,70,Strata,20-NOV-2017,Condominium,99 Yrs From 26/08/2011,2015,Resale,19,54,544740,North East Region,Sengkang,2017-11,1.38116870283,103.902100207,5.0,15.0,754361
7282,SAVANNAH CONDOPARK,35 Simei Rise  #07-11 ,114,Strata,20-NOV-2017,Condominium,99 Yrs From 29/11/2000,2005,Resale,18,52,528781,East Region,Tampines,2017-11,1.3497140209399998,103.96189566299999,7.0,11.0,987204
7283,THOMSON GARDEN ESTATE,12 Jalan Hari Raya ,112,Land,20-NOV-2017,Terrace House,Freehold,Unknown,Resale,20,57,578104,Central Region,Bishan,2017-11,1.3541583358200002,103.837777103,,,1761659
7284,BUTTERWORTH 8,6 Butterworth Lane  #10-05 ,122,Strata,20-NOV-2017,Condominium,Freehold,2004,Resale,15,43,439422,Central Region,Geylang,2017-11,1.31206668191,103.895121965,10.0,5.0,1486265
7285,N.A.,19 Bournemouth Road ,293,Land,20-NOV-2017,Semi-Detached House,Freehold,1996,Resale,15,43,439727,Central Region,Marine Parade,2017-11,1.30212936635,103.89543464,,,4493787
7286,THE RAINTREE,85 Bukit Drive  #08-12 ,120,Strata,20-NOV-2017,Condominium,99 Yrs From 01/03/2003,2008,Resale,21,58,587848,West Region,Bukit Panjang,2017-11,1.3482250546099999,103.77416783,8.0,12.0,1281482
7287,6 DERBYSHIRE,6 Derbyshire Road  #06-05 ,49,Strata,20-NOV-2017,Condominium,Freehold,2017,Resale,11,30,309462,Central Region,Novena,2017-11,1.31578788311,103.84604087,6.0,5.0,1169346
7288,AURALIS,589 East Coast Road  #02-11 ,68,Strata,20-NOV-2017,Apartment,Freehold,2013,Resale,15,42,429081,East Region,Bedok,2017-11,1.31020080763,103.91598045100001,2.0,11.0,1015050
7289,RIS GRANDEUR,27 Elias Road  #07-14 ,127,Strata,20-NOV-2017,Condominium,Freehold,2005,Resale,18,51,519932,East Region,Pasir Ris,2017-11,1.37449877136,103.939124638,7.0,14.0,1142138
7290,N.A.,545 Pasir Panjang Road ,755,Land,20-NOV-2017,Detached House,Freehold,Unknown,Resale,5,11,118807,Central Region,Queenstown,2017-11,1.2919792924200002,103.768177259,,,6365230
7291,6 DERBYSHIRE,6 Derbyshire Road  #24-04 ,48,Strata,20-NOV-2017,Condominium,Freehold,2017,Resale,11,30,309462,Central Region,Novena,2017-11,1.31578788311,103.84604087,24.0,4.0,1182425
7292,WATERFRONT WAVES,760 Bedok Reservoir Road  #05-05 ,120,Strata,20-NOV-2017,Condominium,99 Yrs From 31/10/2007,2011,Resale,16,47,479245,East Region,Bedok,2017-11,1.3382263607,103.9299051,5.0,5.0,1363428
7293,QUESTA @ DUNMAN,543 Dunman Road  #12-10 ,70,Strata,20-NOV-2017,Apartment,Freehold,2013,Resale,15,43,439219,Central Region,Geylang,2017-11,1.30988941176,103.89673239700001,12.0,10.0,1102672
7294,SERANGOON GARDEN ESTATE,25 Conway Grove ,171,Land,17-NOV-2017,Terrace House,999 Yrs From 01/01/1956,Unknown,Resale,19,55,558207,North East Region,Serangoon,2017-11,1.3587951714500002,103.86549877799999,,,2265844
7295,THE INTERLACE,218 Depot Road  #17-75 ,110,Strata,17-NOV-2017,Condominium,99 Yrs From 11/02/2009,2013,Resale,4,10,109703,Central Region,Bukit Merah,2017-11,1.28289851778,103.803669866,17.0,75.0,1430960
7296,6 DERBYSHIRE,6 Derbyshire Road  #09-01 ,94,Strata,17-NOV-2017,Condominium,Freehold,2017,Resale,11,30,309462,Central Region,Novena,2017-11,1.31578788311,103.84604087,9.0,1.0,1950540
7297,PASIR RIS BEACH PARK,67 Pasir Ris Heights ,249,Land,17-NOV-2017,Terrace House,99 Yrs From 31/05/1978,1976,Resale,18,51,519274,East Region,Pasir Ris,2017-11,1.3819912215,103.94221084,,,2263056
7298,SERANGOON GARDEN ESTATE,51 Borthwick Drive ,262,Land,17-NOV-2017,Semi-Detached House,999 Yrs From 01/01/1956,Unknown,Resale,19,55,559554,North East Region,Serangoon,2017-11,1.36166228003,103.86163624,,,2967221
7299,HAIG TEN,1 Haigsville Drive  #02-02 ,137,Strata,17-NOV-2017,Apartment,Freehold,2002,Resale,15,43,438719,Central Region,Geylang,2017-11,1.3100895301200002,103.897763863,2.0,2.0,1137790
7300,LEEDON RESIDENCE,16 Leedon Heights  #12-20 ,347,Strata,17-NOV-2017,Condominium,Freehold,2015,Resale,10,26,267937,Central Region,Bukit Timah,2017-11,1.31276065819,103.80148207200001,12.0,20.0,6743753
7301,OPAL SUITES,1 Opal Crescent  #03-03 ,38,Strata,17-NOV-2017,Apartment,Freehold,2012,Resale,12,32,328396,Central Region,Kallang,2017-11,1.3274966613299999,103.867335356,3.0,3.0,558421
7302,N.A.,16 Goldhill Drive ,309,Land,17-NOV-2017,Terrace House,Freehold,1970,Resale,11,30,308964,Central Region,Novena,2017-11,1.32034861894,103.83235788,,,4811700
7303,BAYSHORE PARK,62 Bayshore Road  #04-06 ,87,Strata,17-NOV-2017,Condominium,99 Yrs From 17/03/1982,1986,Resale,16,46,469983,East Region,Bedok,2017-11,1.31076581661,103.936377959,4.0,6.0,767961
7304,NEWTON ONE,1 Newton Road  #12-03 ,113,Strata,17-NOV-2017,Condominium,Freehold,2009,Resale,11,30,307943,Central Region,Novena,2017-11,1.31409009912,103.83943431700001,12.0,3.0,2005391
7305,CITY LOFT,363 Race Course Road  #04-08 ,35,Strata,17-NOV-2017,Apartment,Freehold,2012,Resale,8,21,218636,Central Region,Kallang,2017-11,1.31506063328,103.856681023,4.0,8.0,588254
7306,THE ANCHORAGE,370F Alexandra Road  #08-05 ,115,Strata,17-NOV-2017,Condominium,Freehold,1997,Resale,3,15,159959,Central Region,Queenstown,2017-11,1.28841099887,103.804268581,8.0,5.0,1491208
7307,ONE AMBER,9 Amber Gardens  #17-24 ,53,Strata,17-NOV-2017,Condominium,Freehold,2010,Resale,15,43,439958,Central Region,Marine Parade,2017-11,1.3014899346100002,103.89867528100001,17.0,24.0,918518
7308,COSTA RHU,5 Rhu Cross  #03-08 ,94,Strata,17-NOV-2017,Condominium,99 Yrs From 30/05/1994,1997,Resale,15,43,437434,Central Region,Kallang,2017-11,1.2959746307200002,103.86643087,3.0,8.0,1205079
7309,THE SCALA,130 Serangoon Avenue 3  #06-06 ,97,Strata,17-NOV-2017,Apartment,99 Yrs From 06/01/2010,2013,Resale,19,55,554479,North East Region,Serangoon,2017-11,1.3503140811399998,103.865383228,6.0,6.0,1288745
7310,MANDARIN GARDENS,5 Siglap Road  #04-33 ,142,Strata,17-NOV-2017,Condominium,99 Yrs From 08/03/1982,1986,Resale,15,44,448908,East Region,Bedok,2017-11,1.30740630793,103.92348175,4.0,33.0,1258387
7311,QUEENS,16 Stirling Road  #16-20 ,111,Strata,17-NOV-2017,Condominium,99 Yrs From 16/02/1998,2002,Resale,3,14,148957,Central Region,Queenstown,2017-11,1.29255482464,103.806665261,16.0,20.0,1453817
7312,91 MARSHALL,91 Marshall Road  #02-03 ,73,Strata,17-NOV-2017,Apartment,Freehold,2014,Resale,15,42,424887,Central Region,Marine Parade,2017-11,1.3065643336700001,103.900955115,2.0,3.0,1032453
7313,BARTLEY RIDGE,46 Mount Vernon Road  #08-47 ,43,Strata,17-NOV-2017,Condominium,99 Yrs From 16/04/2012,2016,Resale,13,36,368063,Central Region,Toa Payoh,2017-11,1.34108461367,103.88145817899999,8.0,47.0,686712
7314,RIVIERA RESIDENCES,9 Riviera Drive  #04-04 ,73,Strata,17-NOV-2017,Condominium,Freehold,2007,Resale,16,46,467202,East Region,Bedok,2017-11,1.3160646654,103.94262495299999,4.0,4.0,938213
7315,8 RODYK,8 Rodyk Street  #08-03 ,67,Strata,17-NOV-2017,Apartment,Freehold,2011,Resale,9,23,238216,Central Region,Singapore River,2017-11,1.28983865154,103.837531791,8.0,3.0,1342923
7316,SELETARIS,511 Sembawang Road  #04-76 ,132,Strata,17-NOV-2017,Condominium,Freehold,2001,Resale,27,75,757711,North Region,Sembawang,2017-11,1.4366465392899999,103.824830729,4.0,76.0,1081934
7317,THE SPRINGSIDE,14 Springside Drive ,172,Land,17-NOV-2017,Terrace House,Freehold,1997,Resale,26,78,786967,North Region,Yishun,2017-11,1.40382553864,103.819538383,,,2310556
7318,OPERA ESTATE,49 Jalan Bangsawan ,164,Land,17-NOV-2017,Terrace House,Freehold,Unknown,Resale,15,45,457819,East Region,Bedok,2017-11,1.32065457686,103.92340670200001,,,2486018
7319,THE TEMBUSU,107B Tampines Road  #11-11 ,70,Strata,17-NOV-2017,Condominium,Freehold,2016,Resale,19,53,534008,North East Region,Hougang,2017-11,1.36189423382,103.889843234,11.0,11.0,1107711
7320,THE INFLORA,61 Flora Drive  #08-32 ,43,Strata,17-NOV-2017,Condominium,99 Yrs From 25/05/2012,2016,Resale,17,50,506847,East Region,Pasir Ris,2017-11,1.3563527725600002,103.966887535,8.0,32.0,462911
7321,JUPITER 18,18 Lorong 102 Changi  #04-04 ,61,Strata,17-NOV-2017,Apartment,Freehold,2014,Resale,15,42,426608,Central Region,Geylang,2017-11,1.31567435144,103.90074971700001,4.0,4.0,770319
7322,COTE D'AZUR,68 Marine Parade Road  #19-22 ,143,Strata,17-NOV-2017,Condominium,99 Yrs From 25/07/2001,2004,Resale,15,44,449301,Central Region,Marine Parade,2017-11,1.30033199937,103.90388296399999,19.0,22.0,1811264
7323,MARINE BLUE,91 Marine Parade Road  #04-07 ,64,Strata,17-NOV-2017,Condominium,Freehold,2016,Resale,15,44,449314,Central Region,Marine Parade,2017-11,1.30405559896,103.904877122,4.0,7.0,1277167
7324,THE QUINTET,46 Choa Chu Kang Street 64  #14-24 ,120,Strata,17-NOV-2017,Executive Condominium,99 Yrs From 22/01/2003,2006,Resale,23,68,689106,West Region,Choa Chu Kang,2017-11,1.39926800493,103.75054431299999,14.0,24.0,950529
7325,SILVERSCAPE,39 Lorong 32 Geylang  #07-03 ,38,Strata,17-NOV-2017,Apartment,Freehold,2015,Resale,14,39,398299,Central Region,Geylang,2017-11,1.31258977836,103.887213785,7.0,3.0,542763
7326,KEW VALE,15D Limau Garden ,370,Land,17-NOV-2017,Semi-Detached House,99 Yrs From 03/02/1994,1996,Resale,16,46,467939,East Region,Bedok,2017-11,1.3213710218999999,103.947816421,,,3034676
7327,THE PALETTE,115 Pasir Ris Grove  #03-46 ,68,Strata,17-NOV-2017,Condominium,99 Yrs From 20/10/2010,2015,Resale,18,51,518172,East Region,Pasir Ris,2017-11,1.3696952873100001,103.945073055,3.0,46.0,789212
7328,KENSINGTON SQUARE,2 Jalan Lokam  #04-34 ,57,Strata,17-NOV-2017,Apartment,Freehold,2016,Resale,19,53,537846,North East Region,Hougang,2017-11,1.3453701225999999,103.88252622700001,4.0,34.0,809768
7329,SERANGOON GARDEN ESTATE,16 Medway Drive ,241,Land,17-NOV-2017,Terrace House,999 Yrs From 01/01/1954,Unknown,Resale,19,55,556511,North East Region,Serangoon,2017-11,1.36271571435,103.86480598,,,3073940
7330,CASA NOVACREST,17 Peck Hay Road  #06-01 ,147,Strata,17-NOV-2017,Apartment,Freehold,1998,Resale,9,22,228313,Central Region,Newton,2017-11,1.30907813095,103.83806206,6.0,1.0,1990706
7331,SELETAR HILLS ESTATE,63 Jalan Redop ,333,Land,17-NOV-2017,Semi-Detached House,999 Yrs From 01/01/1879,Unknown,Resale,28,80,808609,North East Region,Serangoon,2017-11,1.38635640435,103.870532605,,,3264583
7332,THE CENTRIS,83 Jurong West Central 3  #11-42 ,87,Strata,17-NOV-2017,Apartment,99 Yrs From 21/06/2006,2009,Resale,22,64,648341,West Region,Jurong West,2017-11,1.3399084586599999,103.705270374,11.0,42.0,1096078
7333,PALM GARDENS,2E Hong San Walk  #04-02 ,112,Strata,17-NOV-2017,Condominium,99 Yrs From 12/08/1996,2000,Resale,23,68,689051,West Region,Choa Chu Kang,2017-11,1.37807456581,103.74788150200001,4.0,2.0,806546
7334,THE ESPIRA,128 Lorong L Telok Kurau  #05-01 ,163,Strata,17-NOV-2017,Apartment,Freehold,2009,Resale,15,42,425563,East Region,Bedok,2017-11,1.3121118068000002,103.91469689200001,5.0,1.0,1477412
7335,GRAMERCY PARK,57 Grange Road  #11-04 ,184,Strata,17-NOV-2017,Condominium,Freehold,2016,Resale,10,24,249569,Central Region,Tanglin,2017-11,1.2983710257899999,103.82642846,11.0,4.0,5100702
7336,HILLVIEW HEIGHTS,27 Hillview Avenue  #08-06 ,111,Strata,17-NOV-2017,Condominium,Freehold,1996,Resale,23,66,669559,West Region,Bukit Batok,2017-11,1.36121307299,103.76503946,8.0,6.0,1233339
7337,NORTHVALE,61 Choa Chu Kang Loop  #07-05 ,120,Strata,17-NOV-2017,Apartment,99 Yrs From 01/03/1995,1998,Resale,23,68,689668,West Region,Choa Chu Kang,2017-11,1.3868312913,103.74478163299999,7.0,5.0,890157
7338,THE LUXURIE,21 Compassvale Road  #13-22 ,98,Strata,17-NOV-2017,Condominium,99 Yrs From 15/06/2011,2015,Resale,19,54,544754,North East Region,Sengkang,2017-11,1.3893915370200003,103.896219608,13.0,22.0,1162556
7339,LAKESIDE GROVE,10 Corporation Walk ,150,Land,17-NOV-2017,Terrace House,99 Yrs From 24/04/1996,1998,Resale,22,61,618413,West Region,Jurong West,2017-11,1.3399632996200002,103.718398126,,,1653335
7340,MELROSE PARK,91 Kellock Road  #12-01 ,122,Strata,17-NOV-2017,Condominium,999 Yrs From 21/06/1877,2000,Resale,10,24,248903,Central Region,Tanglin,2017-11,1.29387867339,103.830207411,12.0,1.0,1958562
7341,KNOX VIEW,21 Lorong M Telok Kurau  #04-01 ,110,Strata,17-NOV-2017,Apartment,Freehold,2003,Resale,15,42,425307,East Region,Bedok,2017-11,1.31074812156,103.909689232,4.0,1.0,1137341
7342,SAVANNAH CONDOPARK,51 Simei Rise  #06-43 ,135,Strata,17-NOV-2017,Condominium,99 Yrs From 29/11/2000,2005,Resale,18,52,528789,East Region,Tampines,2017-11,1.3486445432700003,103.962010839,6.0,43.0,1141355
7343,THE SPRINGSIDE,73 Springside View ,249,Land,17-NOV-2017,Terrace House,Freehold,2016,Resale,26,78,786066,North Region,Yishun,2017-11,1.40650815571,103.82258510700001,,,3053025
7344,CANBERRA RESIDENCES,509 Canberra Drive  #03-25 ,87,Strata,17-NOV-2017,Condominium,99 Yrs From 08/09/2010,2013,Resale,27,76,768128,North Region,Sembawang,2017-11,1.44476356533,103.824789202,3.0,25.0,894081
7345,PAVILION PARK,240 Pavilion Circle ,203,Land,17-NOV-2017,Terrace House,Freehold,2014,Resale,23,65,658255,West Region,Bukit Batok,2017-11,1.36838688456,103.751997616,,,2938302
7346,PAVILION PARK,14 Pavilion Green ,150,Land,17-NOV-2017,Terrace House,Freehold,2014,Resale,23,65,658299,West Region,Bukit Batok,2017-11,1.36860500185,103.751919484,,,2614483
7347,FORESQUE RESIDENCES,109 Petir Road  #21-22 ,110,Strata,17-NOV-2017,Condominium,99 Yrs From 10/01/2011,2014,Resale,23,67,678276,West Region,Bukit Panjang,2017-11,1.3690159234700001,103.776424978,21.0,22.0,1275159
7348,TANJONG RIA CONDOMINIUM,121 Tanjong Rhu Road  #13-37 ,112,Strata,17-NOV-2017,Condominium,99 Yrs From 31/05/1993,1997,Resale,15,43,436914,Central Region,Kallang,2017-11,1.29658423332,103.87455911299999,13.0,37.0,1309889
7349,THE RAINTREE,85 Bukit Drive  #08-13 ,118,Strata,17-NOV-2017,Condominium,99 Yrs From 01/03/2003,2008,Resale,21,58,587848,West Region,Bukit Panjang,2017-11,1.3482250546099999,103.77416783,8.0,13.0,1244071
7350,N.A.,64 Lowland Road ,588,Land,17-NOV-2017,Detached House,Freehold,1994,Resale,19,54,547456,North East Region,Hougang,2017-11,1.36208976439,103.88179503799999,,,5338678
7351,THE LINE @ TANJONG RHU,6 Tanjong Rhu Road  #06-04 ,54,Strata,17-NOV-2017,Condominium,Freehold,2016,Resale,15,43,436883,Central Region,Kallang,2017-11,1.29848068721,103.88433845799999,6.0,4.0,1244221
7352,N.A.,42E Lorong H Telok Kurau ,187,Land,17-NOV-2017,Terrace House,Freehold,1962,Resale,15,42,426040,East Region,Bedok,2017-11,1.31541729653,103.90855772200001,,,2546503
7353,FLO RESIDENCE,1 Punggol Field Walk  #10-04 ,94,Strata,17-NOV-2017,Condominium,99 Yrs From 05/12/2011,2016,Resale,19,82,828739,North East Region,Punggol,2017-11,1.3918552241600002,103.91307268700001,10.0,4.0,889679
7354,DOVER PARKVIEW,36 Dover Rise  #12-02 ,116,Strata,17-NOV-2017,Condominium,99 Yrs From 01/12/1993,1997,Resale,5,13,138685,Central Region,Queenstown,2017-11,1.305382515,103.78316361899999,12.0,2.0,1291692
7355,DUCHESS CREST,50 Duchess Avenue  #01-04 ,210,Strata,17-NOV-2017,Condominium,99 Yrs From 24/06/1995,1998,Resale,10,26,269196,Central Region,Bukit Timah,2017-11,1.3244982809299999,103.80383269200001,1.0,4.0,2563219
7356,QUESTA @ DUNMAN,543 Dunman Road  #11-10 ,70,Strata,17-NOV-2017,Apartment,Freehold,2013,Resale,15,43,439219,Central Region,Geylang,2017-11,1.30988941176,103.89673239700001,11.0,10.0,1099663
7357,ICON,10 Gopeng Street  #12-11 ,52,Strata,17-NOV-2017,Apartment,99 Yrs From 29/01/2002,2007,Resale,2,7,78878,Central Region,Downtown Core,2017-11,1.27516187837,103.844538441,12.0,11.0,1000324
7358,H2O RESIDENCES,32 Fernvale Link  #05-07 ,70,Strata,17-NOV-2017,Condominium,99 Yrs From 10/05/2010,2015,Resale,28,79,797531,North East Region,Sengkang,2017-11,1.39253007201,103.879876063,5.0,7.0,759897
7359,Q BAY RESIDENCES,1 Tampines Street 86  #10-08 ,48,Strata,17-NOV-2017,Condominium,99 Yrs From 21/08/2012,2016,Resale,18,52,528583,East Region,Tampines,2017-11,1.3501623085499999,103.927274572,10.0,8.0,647400
7360,6 DERBYSHIRE,6 Derbyshire Road  #04-06 ,44,Strata,17-NOV-2017,Condominium,Freehold,2017,Resale,11,30,309462,Central Region,Novena,2017-11,1.31578788311,103.84604087,4.0,6.0,1036974
7361,WORTHINGTON,35 Butterworth Lane  #05-01 ,83,Strata,17-NOV-2017,Apartment,Freehold,2010,Resale,15,43,439443,Central Region,Geylang,2017-11,1.3128372160500001,103.89593349100001,5.0,1.0,1081672
7362,N.A.,66 Jalan Remaja ,308,Land,17-NOV-2017,Semi-Detached House,999 Yrs From 12/10/1885,Unknown,Resale,23,66,668720,West Region,Bukit Batok,2017-11,1.3593603216699999,103.75868109,,,2766226
7363,MONTEBLEU,8 Minbu Road  #08-01 ,106,Strata,17-NOV-2017,Condominium,Freehold,2010,Resale,11,30,308162,Central Region,Novena,2017-11,1.3237816826100002,103.85009268600001,8.0,1.0,1497214
7364,STRATFORD COURT,41A Bedok Ria Crescent  #02-41 ,125,Strata,17-NOV-2017,Condominium,99 Yrs From 23/06/1995,1998,Resale,16,48,489929,East Region,Bedok,2017-11,1.32847324284,103.95135621799999,2.0,41.0,1125616
7365,STRATFORD COURT,41A Bedok Ria Crescent  #03-38 ,125,Strata,17-NOV-2017,Condominium,99 Yrs From 23/06/1995,1998,Resale,16,48,489929,East Region,Bedok,2017-11,1.32847324284,103.95135621799999,3.0,38.0,1090780
7366,THE TANAMERA,3 Tanah Merah Kechil Road  #10-01 ,123,Strata,17-NOV-2017,Condominium,99 Yrs From 01/06/1990,1994,Resale,16,46,466664,East Region,Bedok,2017-11,1.32645360306,103.942524581,10.0,1.0,1105781
7367,THE LAKEFRONT RESIDENCES,42 Lakeside Drive  #16-08 ,93,Strata,17-NOV-2017,Condominium,99 Yrs From 03/08/2010,2014,Resale,22,64,648322,West Region,Jurong West,2017-11,1.3430588530899998,103.71919571299999,16.0,8.0,1288421
7368,SUNSHINE PLAZA,10 Prinsep Link  #08-05 ,125,Strata,17-NOV-2017,Apartment,99 Yrs From 19/03/1997,2001,Resale,7,18,187948,Central Region,Rochor,2017-11,1.30050856967,103.850718385,8.0,5.0,1588588
7369,VAUGHAN GARDEN,8C Vaughan Road ,327,Land,17-NOV-2017,Semi-Detached House,Freehold,1995,Resale,13,35,358088,North East Region,Serangoon,2017-11,1.3471223670899999,103.871316803,,,3122234
7370,PARC ROSEWOOD,77 Rosewood Drive  #02-34 ,40,Strata,17-NOV-2017,Condominium,99 Yrs From 07/09/2011,2014,Resale,25,73,737786,North Region,Woodlands,2017-11,1.42835875589,103.78634040200001,2.0,34.0,528650
7371,BLOSSOMS @ WOODLEIGH,10 Woodleigh Close  #10-02 ,111,Strata,17-NOV-2017,Condominium,Freehold,2007,Resale,13,35,357905,Central Region,Toa Payoh,2017-11,1.33641355026,103.86857166899999,10.0,2.0,1473995
7372,EASTWOOD GREEN,10 Eastwood Road  #03-05 ,94,Strata,17-NOV-2017,Condominium,99 Yrs From 20/06/1995,1998,Resale,16,48,486364,East Region,Bedok,2017-11,1.32209802782,103.954908895,3.0,5.0,866269
7373,THE VERMONT ON CAIRNHILL,12A Cairnhill Rise  #05-06 ,133,Strata,17-NOV-2017,Apartment,Freehold,2013,Resale,9,22,229746,Central Region,Newton,2017-11,1.3086372525299999,103.838370252,5.0,6.0,3120405
7374,BAYSHORE PARK,50 Bayshore Road  #02-06 ,87,Strata,16-NOV-2017,Condominium,99 Yrs From 17/03/1982,1986,Resale,16,46,469977,East Region,Bedok,2017-11,1.31214732941,103.937500086,2.0,6.0,758178
7375,SEMBAWANG HILLS ESTATE,4 Nemesu Avenue ,206,Land,16-NOV-2017,Semi-Detached House,Freehold,Unknown,Resale,20,57,576237,North East Region,Ang Mo Kio,2017-11,1.37328747457,103.82779039100001,,,2440178
7376,COSTA RHU,5 Rhu Cross  #05-05 ,124,Strata,16-NOV-2017,Condominium,99 Yrs From 30/05/1994,1997,Resale,15,43,437434,Central Region,Kallang,2017-11,1.2959746307200002,103.86643087,5.0,5.0,1538371
7377,PARC ROSEWOOD,71 Rosewood Drive  #03-04 ,40,Strata,16-NOV-2017,Condominium,99 Yrs From 07/09/2011,2014,Resale,25,73,737783,North Region,Woodlands,2017-11,1.42868583713,103.78573289200001,3.0,4.0,533418
7378,PEAKVILLE PARK,24 Peakville Terrace ,299,Land,16-NOV-2017,Terrace House,Freehold,1990,Resale,16,48,487703,East Region,Bedok,2017-11,1.33290481031,103.944785611,,,3019502
